"registry_code","age_group","number_of_cases","person_years_at_risk","incidence_rate_100000","latitude","longitude"
215200199,2,0,69929,0,-39.8141965,-73.2458525
215200199,7,0,62140,0,-39.8141965,-73.2458525
215200199,5,0,81822,0,-39.8141965,-73.2458525
215200199,8,0,62443,0,-39.8141965,-73.2458525
215200199,16,20,16149,123.846677812868,-39.8141965,-73.2458525
215200199,4,0,87799,0,-39.8141965,-73.2458525
215200199,12,12,47491,25.2679455054642,-39.8141965,-73.2458525
215200199,17,11,15826,69.5058764059143,-39.8141965,-73.2458525
215200199,3,0,78222,0,-39.8141965,-73.2458525
215200299,13,18,40999,43.9035098417035,-40.5647991,-73.1606179
215200299,2,0,72987,0,-40.5647991,-73.1606179
215200299,10,5,67071,7.45478671855198,-40.5647991,-73.1606179
215200299,11,8,58444,13.6883170214222,-40.5647991,-73.1606179
215200299,15,22,23649,93.0271893103302,-40.5647991,-73.1606179
215200299,1,0,70277,0,-40.5647991,-73.1606179
215200299,16,19,15394,123.424710926335,-40.5647991,-73.1606179
215200299,14,15,31532,47.5707218064189,-40.5647991,-73.1606179
215200299,6,0,69546,0,-40.5647991,-73.1606179
215200299,7,0,64950,0,-40.5647991,-73.1606179
215200299,4,0,83193,0,-40.5647991,-73.1606179
215200299,8,1,66407,1.5058653455208,-40.5647991,-73.1606179
215200299,5,0,78115,0,-40.5647991,-73.1606179
215200299,17,12,15614,76.8541052901243,-40.5647991,-73.1606179
215200299,12,13,49775,26.1175288799598,-40.5647991,-73.1606179
215200299,9,0,70408,0,-40.5647991,-73.1606179
215200299,3,0,80112,0,-40.5647991,-73.1606179
215200399,15,50,12392,403.486120077469,-23.6463741,-70.3980033
215200399,14,64,18856,339.414509970301,-23.6463741,-70.3980033
215200399,6,0,75776,0,-23.6463741,-70.3980033
215200399,9,2,69384,2.8825089357777,-23.6463741,-70.3980033
215200399,13,54,29025,186.046511627907,-23.6463741,-70.3980033
215200399,5,0,77958,0,-23.6463741,-70.3980033
215200399,16,42,8151,515.274199484726,-23.6463741,-70.3980033
215200399,17,39,6552,595.238095238095,-23.6463741,-70.3980033
215200399,2,0,67082,0,-23.6463741,-70.3980033
215200399,7,0,73760,0,-23.6463741,-70.3980033
215200399,1,0,70143,0,-23.6463741,-70.3980033
215200399,4,0,72857,0,-23.6463741,-70.3980033
215200399,8,1,72951,1.37078312840126,-23.6463741,-70.3980033
215200399,10,5,65003,7.69195267910712,-23.6463741,-70.3980033
215200399,11,21,55864,37.591293140484,-23.6463741,-70.3980033
215200399,12,41,41901,97.8496933247417,-23.6463741,-70.3980033
215200399,3,0,71866,0,-23.6463741,-70.3980033
215200599,9,5,112035,4.46289106082921,-36.8270776,-73.0502683
215200599,6,1,115057,0.869134429022137,-36.8270776,-73.0502683
215200599,15,25,29301,85.3213200914645,-36.8270776,-73.0502683
215200599,17,19,16318,116.435837725211,-36.8270776,-73.0502683
215200599,14,29,40683,71.2828454145466,-36.8270776,-73.0502683
215200599,2,0,105878,0,-36.8270776,-73.0502683
215200599,13,28,53251,52.5811721845599,-36.8270776,-73.0502683
215200599,5,0,145814,0,-36.8270776,-73.0502683
215200599,12,22,69431,31.6861344356267,-36.8270776,-73.0502683
215200599,16,29,18577,156.107014049631,-36.8270776,-73.0502683
215200599,10,11,107701,10.2134613420488,-36.8270776,-73.0502683
215200599,11,13,89992,14.4457285092008,-36.8270776,-73.0502683
215200599,1,0,100992,0,-36.8270776,-73.0502683
215200599,8,1,105395,0.948811613454149,-36.8270776,-73.0502683
215200599,3,0,120775,0,-36.8270776,-73.0502683
215200599,7,3,98826,3.03563839475442,-36.8270776,-73.0502683
215200599,4,0,143509,0,-36.8270776,-73.0502683
217000199,15,134,90222,148.522533306732,3.4517923,-76.5324943
217000199,14,120,121253,98.9666235062225,3.4517923,-76.5324943
