"","incidence_rate_100000","discription","registry_code","latitude","longitude","distance"
"1",291.983042919301,"China, Beijing",415600199,39.906217,116.3912757,144066.09725901
"2",206.993420566275,"China, Qidong County",415600299,26.7715732,112.0560184,429629.941190186
"3",231.685901073478,"China, Shanghai City",415600399,31.2252985,121.4890497,16508.6863146086
"4",446.105618519412,"China, Cixian County",415600699,36.360112,114.3660941,371754.173124696
"5",198.258770795621,"China, Jiashan County",415600799,30.8969393,120.8874525,38050.8267191053
"6",190.503269832243,"China, Linzhou County",415600899,36.0673949,113.8105402,431129.693217329
"7",179.076177601433,"China, Wuhan City",415600999,30.6667682,114.3715539,525700.715782905
"8",452.044568553181,"China, Anshan City",415601299,40.822222,122.8275,55975.7967433266
"9",207.193327312331,"China, Zhongshan City",415601499,22.5213807,113.3656141,14451.6312409379
"10",391.263320214504,"China, Harbin City, Nangang District",415601599,45.6991743,126.5919596,468248.180293483
"11",145.654636672601,"China, Shexian County",415601699,29.8635777,118.4101129,171614.083719517
"12",192.427959782556,"China, Yanting County",415601899,31.253476,105.4705025,1073819.80475461
"13",157.452593077954,"China, Hangzhou City",415602199,30.2489634,120.2052342,251.390414061251
"14",286.264508405767,"China, Jiaxing City",415602399,30.6509396,120.7831656,22139.9153263638
"15",192.282731078866,"China, Guangzhou",415602499,23.1301964,113.2592945,15194.5182025909
"16",225.072192967556,"China, Haimen County",415602599,31.8729183,121.1771295,3606.59080463485
"17",270.354645354645,"China, Hong Kong",415603099,22.350627,114.1849161,3745.47596624988
"18",515.88379038827,"China, Benxi",415603199,41.297577,123.7646562,142665.346323562
"19",114.673638823907,"China, Jianhu County",415603299,33.4826164,119.8160643,64713.3469182037
"20",222.894443559943,"China, Guanyun",415605199,34.297019,119.247985,43927.9901836132
"21",296.567505720824,"China, Hefei",415605399,31.7509529,117.3322844,220527.046321286
"22",120.8658389188,"China, Hengdong",415605499,27.0843342,112.9480217,441575.644634717
"23",118.792278501897,"China, Huaiyin District, Huai'an",415605799,33.6350534,119.0054308,115988.145776602
"24",133.684074345595,"China, Jiangmen",415606099,22.5766294,113.079047,8842.90316841218
"25",184.91995866495,"China, Lianyungang",415606899,34.6092633,119.1695305,11801.1405377094
"26",224.797365754813,"China, Liuzhou",415607199,24.3285821,109.409259,276788.21291739
"27",250.40506702018,"China, Maanshan",415607599,31.6866105,118.5048377,118504.575823071
"28",436.538495979369,"China, Shenyang",415608399,41.8041094,123.4276363,158262.673449127
"29",197.12201852947,"China, Sheyang",415608499,33.7749116,120.2562202,16841.8938343654
"30",412.743454146782,"China, Tongling City",415608899,30.887432,117.5915732,240147.005960888
"31",134.481319462693,"China, Wuxi",415609299,31.5776264,120.2951311,37245.2808450181
"32",125.680770842061,"China, Xianju",415609399,31.4008032,112.035339,722195.529011179
"33",234.209731036567,"China, Xiping",415609699,33.3833188,114.0209155,499825.992038774
"34",151.891043491469,"China, Yanshi",415609999,34.7333075,112.7677155,587677.178951221
"35",255.064320567795,"China, Zhuhai",415610599,22.2305196,113.5462439,1110.86838382277
"36",53.8302277432712,"Iran (Islamic Republic of), Golestan Province",436400399,37.1984436,55.070672,95282.5411851844
"37",134.550846796223,"Israel",437600099,30.8760272,35.0015196,88063.8191196031
"38",201.597665129854,"Japan, Hiroshima Prefecture",439200199,34.5666725,132.753565,29349.9093434773
"39",185.075359414303,"Japan, Miyagi Prefecture",439200299,38.3880155,140.9761025,9003.90246937588
"40",206.470044779867,"Japan, Nagasaki Prefecture",439200399,33.1154683,129.7874339,3002.93311239195
"41",225.621920187057,"Japan, Osaka Prefecture",439200499,34.6198813,135.490357,6933.84581934775
"42",180.941714422744,"Japan, Yamagata Prefecture",439200699,38.4746705,140.083237,43900.5165285556
"43",158.701395870841,"Japan, Niigata Prefecture",439200899,37.6452283,138.7669125,202.792883866322
"44",204.35442579125,"Japan, Fukui Prefecture",439200999,35.9263502,136.6068127,48783.8901953074
"45",189.942196241206,"Japan, Aichi Prefecture",439201099,34.9991645,137.254574,20497.2418859834
"46",167.476524210825,"Japan, Tochigi Prefecture",439201199,36.6782167,139.8096549,75293.6973261266
"47",196.855754649831,"Republic of Korea",441000099,36.5581914,127.9408564,93215.154165146
"48",184.564244784369,"Republic of Korea, Busan",441000299,35.1799528,129.0752365,5305.68664029605
"49",191.145994935972,"Republic of Korea, Seoul",441000399,37.5666791,126.9782914,21224.5761680331
"50",239.599868220072,"Republic of Korea, Daegu",441000499,35.8713,128.6018,72773.888770341
"51",176.116499750283,"Republic of Korea, Daejeon",441000599,36.3496,127.3848,56179.8852660286
"52",190.946148895087,"Republic of Korea, Ulsan",441000899,35.5391697,129.3119136,5512.67854581209
"53",131.787535573085,"Republic of Korea, Jejudo",441000999,33.3939924,126.5626653,14734.8133578566
"54",190.097203036486,"Republic of Korea, Gwangju",441001099,35.1595775,126.8515089,36965.865766807
"55",193.737233348074,"Republic of Korea, Incheon",441001199,37.456,126.7052,7141.40178322529
"56",51.8721116665095,"Kuwait",441400099,29.2733964,47.4979476,22437.8474183622
"57",189.450593279489,"Thailand, Chiang Mai",476400199,18.790876,98.988048,261132.42391171
"58",49.2017660844458,"Thailand, Khon Kaen",476400299,16.6022387,102.6352933,386249.514038963
"59",114.532471873784,"Thailand, Bangkok",476400399,13.7244327,100.6033853,12426.0170724746
"60",73.8571576655955,"Thailand, Songkhla",476400499,6.8790221,100.5498542,25991.597337297
"61",159.259259259259,"Thailand, Lampang",476400599,18.6799728,99.7332501,314521.437772304
