"","registry_code","age_group","number_of_cases","person_years_at_risk","incidence_rate_100000","latitude","longitude","distance"
"1946",415601299,14,451,135701,332.348324625463,40.822222,122.8275,55975.7967433266
"1947",415601299,5,1,244297,0.40933781421794,40.822222,122.8275,55975.7967433266
"1948",415601299,13,365,166041,219.825223890485,40.822222,122.8275,55975.7967433266
"1949",415601299,18,146,19820,736.629667003027,40.822222,122.8275,55975.7967433266
"1950",415601299,11,351,345226,101.672527561655,40.822222,122.8275,55975.7967433266
"1951",415601299,10,192,421930,45.5051785841253,40.822222,122.8275,55975.7967433266
"1952",415601299,4,0,198227,0,40.822222,122.8275,55975.7967433266
"1953",415601299,3,0,157275,0,40.822222,122.8275,55975.7967433266
"1954",415601299,9,71,370771,19.149286217099,40.822222,122.8275,55975.7967433266
"1955",415601299,8,33,327152,10.0870543355994,40.822222,122.8275,55975.7967433266
"1956",415601299,17,350,43778,799.488327470419,40.822222,122.8275,55975.7967433266
"1957",415601299,15,597,122544,487.171954563259,40.822222,122.8275,55975.7967433266
"1958",415601299,6,4,251883,1.58803889107244,40.822222,122.8275,55975.7967433266
"1959",415601299,12,466,263358,176.945450679303,40.822222,122.8275,55975.7967433266
"1960",415601299,2,0,116054,0,40.822222,122.8275,55975.7967433266
"1961",415601299,7,6,267921,2.23946611127907,40.822222,122.8275,55975.7967433266
"1962",415601499,14,213,56922,374.196268578054,22.5213807,113.3656141,14451.6312409379
"1963",415601499,1,0,102899,0,22.5213807,113.3656141,14451.6312409379
"1964",415601499,8,15,190264,7.88378253374259,22.5213807,113.3656141,14451.6312409379
"1965",415601499,6,1,180336,0.554520450714222,22.5213807,113.3656141,14451.6312409379
"1966",415601499,7,11,165565,6.64391628665479,22.5213807,113.3656141,14451.6312409379
"1967",415601499,4,1,180269,0.554726547548386,22.5213807,113.3656141,14451.6312409379
"1968",415601499,3,0,156214,0,22.5213807,113.3656141,14451.6312409379
"1969",415601499,9,32,203178,15.7497366840898,22.5213807,113.3656141,14451.6312409379
"1970",415601499,10,84,183171,45.8587876901911,22.5213807,113.3656141,14451.6312409379
"1971",415601499,13,260,100297,259.230086642671,22.5213807,113.3656141,14451.6312409379
"1972",415601499,5,0,215420,0,22.5213807,113.3656141,14451.6312409379
"1973",415601499,11,115,129418,88.859354958352,22.5213807,113.3656141,14451.6312409379
"1974",415601499,15,240,47186,508.625439749078,22.5213807,113.3656141,14451.6312409379
"1975",415601499,16,210,36064,582.298136645963,22.5213807,113.3656141,14451.6312409379
"1976",415601499,18,47,11246,417.926373821803,22.5213807,113.3656141,14451.6312409379
"1977",415601499,2,0,118579,0,22.5213807,113.3656141,14451.6312409379
"1978",415601499,12,214,135761,157.629952637355,22.5213807,113.3656141,14451.6312409379
"1979",415601499,17,113,19889,568.1532505405,22.5213807,113.3656141,14451.6312409379
"1980",415601599,8,22,224731,9.7894816469468,45.6991743,126.5919596,468248.180293483
"1981",415601599,2,0,85165,0,45.6991743,126.5919596,468248.180293483
"1982",415601599,14,288,73736,390.582619073451,45.6991743,126.5919596,468248.180293483
"1983",415601599,10,98,228265,42.9325564585022,45.6991743,126.5919596,468248.180293483
"1984",415601599,1,0,74265,0,45.6991743,126.5919596,468248.180293483
"1985",415601599,4,1,142479,0.701857817643302,45.6991743,126.5919596,468248.180293483
"1986",415601599,18,76,12334,616.182909031944,45.6991743,126.5919596,468248.180293483
"1987",415601599,3,0,99415,0,45.6991743,126.5919596,468248.180293483
"1988",415601599,13,249,96471,258.10865441428,45.6991743,126.5919596,468248.180293483
"1989",415601599,6,6,228604,2.62462599079631,45.6991743,126.5919596,468248.180293483
"1990",415601599,5,1,274626,0.364131582588684,45.6991743,126.5919596,468248.180293483
"1991",415601599,7,2,235718,0.848471478631246,45.6991743,126.5919596,468248.180293483
"1992",415601599,9,34,216701,15.6898214590611,45.6991743,126.5919596,468248.180293483
"1993",415601599,12,290,162825,178.105327805927,45.6991743,126.5919596,468248.180293483
