"registry_code","sex","age_group","number_of_cases","person_years_at_risk","discription","start","end","latitude","longitude"
384002599,2,7,53,6372569,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,1,17,5817,1238192,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,1,9,301,6594588,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,2,6,49,6699563,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,1,14,6689,3117609,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,1,11,2098,6321048,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,2,5,16,6704504,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,2,15,6455,2678496,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,2,11,2011,6466298,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,1,4,6,7171505,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,1,12,3555,5392468,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,1,8,149,6466328,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,2,9,353,6522461,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,2,12,2994,5712095,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,2,13,4444,4765259,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,2,8,156,6398332,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,2,16,6711,2165663,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,2,3,3,6318068,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,1,3,4,6616587,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,2,14,6044,3532326,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,1,5,32,7271050,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,1,2,1,6360867,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,1,7,68,6577382,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,1,6,38,7096518,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,1,1,7,6490031,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,2,1,4,6206199,"USA, California",2008,2012,36.7014631,-118.7559974
384002599,1,19,0,0,"USA, California",2008,2012,36.7014631,-118.7559974
384004099,2,13,697,434055,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,1,6,3,485064,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,1,7,10,462083,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,1,15,1289,238161,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,1,16,1090,170790,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,1,17,730,112242,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,1,18,423,83565,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,2,7,8,458118,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,2,12,515,478117,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,2,5,0,499572,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,1,19,0,0,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,1,5,4,510309,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,2,17,518,169512,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,1,3,0,504414,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,2,6,0,483439,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,1,1,1,502335,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,1,2,0,503005,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,2,4,1,489630,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,2,1,0,481092,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,2,3,0,482913,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,1,14,1422,317244,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,1,9,40,461083,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,1,4,1,514069,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,2,8,15,456833,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,2,11,367,512025,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,2,15,905,274262,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,2,10,181,510990,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,2,2,0,479183,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,2,14,991,354084,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,2,16,728,218728,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,1,13,1077,401070,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,1,12,753,447866,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,1,10,190,498202,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,1,8,11,453701,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,2,9,55,464769,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,2,19,0,0,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,2,18,341,175591,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004099,1,11,498,493744,"USA, Arkansas",2008,2012,35.2048883,-92.4479108
384004199,2,5,0,158389,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,2,2,0,137713,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,2,6,1,145522,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,2,11,115,170565,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,2,12,142,154694,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,2,10,68,171941,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,2,8,8,140339,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,2,4,1,157775,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,2,17,212,50973,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,2,1,0,138172,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,2,7,2,138643,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,2,18,146,53079,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,1,7,3,133204,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,1,16,293,53511,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,1,12,169,137589,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,1,1,0,142798,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,2,9,21,157233,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,1,2,0,143172,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,1,11,105,157959,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,1,14,325,98863,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,2,13,211,141407,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,1,19,0,0,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,2,19,0,0,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,1,9,24,147474,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,2,15,290,84248,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,1,13,229,124450,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,1,15,321,72124,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,2,16,289,66368,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,1,5,0,159502,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,2,3,0,139744,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,2,14,276,113208,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,1,4,1,161256,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,1,10,61,161627,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,1,3,0,145250,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,1,6,2,145012,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,1,18,136,25662,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,1,8,1,134593,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004199,1,17,242,36598,"USA, Delaware",2008,2012,38.6920451,-75.4013315
384004299,1,18,672,156588,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,1,6,4,977993,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,1,7,10,905740,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,2,7,12,952534,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,2,15,1324,446402,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,2,14,1383,616483,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,1,9,73,1012933,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,2,11,596,1145206,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,2,4,4,987354,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,2,10,319,1183249,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,1,5,3,1003641,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,2,9,102,1093971,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,2,1,0,894969,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,2,13,1080,840926,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,1,8,21,908492,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,2,12,743,1001470,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,1,4,2,1038856,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,1,19,0,0,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,1,14,1443,533701,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,2,18,897,337390,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,1,3,0,967267,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,1,1,0,931993,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,1,15,1445,366478,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,1,13,1313,749518,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,1,17,1018,192492,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,2,8,25,976894,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,2,16,1349,359326,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,2,6,1,1001254,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,1,16,1308,268314,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,2,19,1,0,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,1,2,0,929724,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,1,10,253,1096304,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,2,17,1099,301069,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,2,5,5,967404,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,1,12,922,901864,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,2,2,0,895561,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,1,11,592,1053566,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004299,2,3,1,930560,"USA, Maryland",2008,2012,39.5162234,-76.9382069
384004399,2,6,4,916236,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,1,4,1,945555,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,1,2,0,905832,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,2,3,0,861954,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,2,16,1170,340431,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,2,13,883,715119,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,2,5,3,877792,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,2,15,1253,409565,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,1,3,0,904143,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,2,9,81,883866,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,1,1,2,901438,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,2,1,0,865421,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,2,4,2,901924,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,1,8,18,830842,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,1,14,1266,494907,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,2,2,0,866506,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,1,19,0,0,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,1,9,58,894459,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,1,6,4,936546,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,2,14,1207,532068,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,1,18,598,173940,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,2,8,23,811368,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,2,7,8,853444,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,2,19,0,0,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,2,17,885,295705,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,1,7,9,880481,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,1,13,1058,693533,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,2,18,573,363969,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,2,11,494,1003764,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,2,10,241,998609,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,1,17,918,205049,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,1,5,3,912385,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,2,12,663,878182,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,1,10,211,1002236,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,1,16,1204,273838,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,1,15,1332,359013,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,1,11,473,1001178,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004399,1,12,784,874098,"USA, Minnesota",2008,2012,45.9896587,-94.6113288
384004499,1,9,62,462544,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,1,4,1,563889,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,2,4,0,544402,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,2,7,8,479304,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,2,17,483,161605,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,1,5,2,537534,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,2,13,639,418961,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,1,6,1,490505,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,2,6,2,501729,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,2,18,328,158270,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,2,15,825,260863,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,2,19,0,0,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,2,10,225,527803,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,2,1,0,513293,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,1,19,0,0,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,2,14,826,325683,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,2,12,490,487824,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,2,16,696,206503,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,1,12,804,448330,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,1,7,4,462653,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,2,9,65,486168,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,2,2,0,502523,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,2,3,1,510306,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,1,1,0,535024,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,1,17,695,97490,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,1,3,0,533835,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,1,11,542,502533,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,1,18,333,66070,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,1,14,1275,285852,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,2,11,368,536196,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,2,5,2,536100,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,1,10,227,497938,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,1,2,0,524866,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,1,16,1089,146429,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,2,8,10,476369,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,1,13,1049,384185,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,1,8,24,452434,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004499,1,15,1222,212087,"USA, Mississippi",2008,2012,32.9715645,-89.7348497
384004599,1,11,1303,1616613,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,1,10,604,1688903,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,1,4,1,1684435,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,2,10,540,1763813,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,2,12,1434,1587751,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,2,11,1065,1728224,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,2,7,19,1581744,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,2,9,212,1707728,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,2,13,2183,1414248,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,2,14,2662,1090775,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,1,2,0,1617012,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,1,13,3064,1270498,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,1,3,2,1618017,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,1,12,2065,1438970,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,1,6,10,1546226,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,2,5,9,1629842,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,2,6,8,1577774,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,1,5,5,1702936,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,2,19,0,0,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,2,15,2654,820484,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,2,2,0,1548105,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,2,1,2,1537399,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,1,17,1979,319544,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,1,1,2,1605222,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,2,17,1642,509607,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,1,7,24,1538425,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,2,8,57,1657488,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,2,18,1209,518831,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,2,16,2179,650720,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,1,19,0,0,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,1,18,1145,223856,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,1,16,2946,480514,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,1,8,57,1609472,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,1,14,3697,956582,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,2,3,0,1544678,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,1,9,181,1661162,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,2,4,2,1597697,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004599,1,15,3530,675944,"USA, North Carolina",2008,2012,35.6729639,-79.0392919
384004699,1,9,10,99141,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,1,4,0,124509,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,2,17,107,45589,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,1,5,0,162943,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,1,15,193,48629,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,1,11,55,126523,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,2,1,0,108136,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,2,10,21,113316,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,2,9,5,94233,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,1,7,2,109936,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,1,19,0,0,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,2,16,143,51336,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,1,6,0,131371,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,2,6,0,114590,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,2,11,51,124040,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,1,10,23,115489,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,1,3,1,102372,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,2,8,1,89218,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,1,18,103,27463,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,1,8,2,96833,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,1,17,195,31429,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,1,2,0,103749,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,2,7,1,98729,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,2,18,88,56358,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,2,12,67,111593,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,1,16,208,40599,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,2,13,125,88349,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,1,13,149,92246,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,1,14,168,64861,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,2,3,0,97806,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,2,4,0,115061,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,1,1,0,113765,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,1,12,90,118274,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,2,14,146,66695,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,2,15,163,56247,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,2,2,0,98970,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,2,5,0,140870,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004699,2,19,0,0,"USA, North Dakota",2008,2012,47.6201461,-100.540737
384004799,1,16,528,100806,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,2,15,414,147490,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,1,5,1,333782,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,2,14,426,180443,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,1,8,5,279778,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,1,6,2,323542,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,2,16,449,130645,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,1,2,0,327774,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,1,15,536,126243,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,1,7,2,300029,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,1,3,0,314983,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,2,1,0,320319,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,1,17,393,76502,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,1,14,487,167298,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,1,4,0,332183,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,1,1,0,337202,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,2,17,322,112345,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,2,2,0,313514,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,1,11,177,323774,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,2,13,292,244074,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,2,9,20,275793,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,2,8,10,270669,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,1,19,0,0,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,1,18,250,64285,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,1,10,60,316776,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,2,4,0,315616,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,1,13,385,236510,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,1,9,23,281523,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,2,19,0,0,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,2,11,145,325043,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,2,18,280,132865,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,1,12,279,292100,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,2,12,225,297888,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,2,10,92,316070,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,2,5,0,317479,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,2,3,0,301950,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,2,6,2,309984,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004799,2,7,3,289239,"USA, Nebraska",2008,2012,41.7370229,-99.5873816
384004899,1,18,199,40478,"USA, New Hampshire",2008,2012,43.4849133,-71.6553992
384004899,2,11,194,281747,"USA, New Hampshire",2008,2012,43.4849133,-71.6553992
384004899,1,7,1,179327,"USA, New Hampshire",2008,2012,43.4849133,-71.6553992
384004899,1,4,1,240211,"USA, New Hampshire",2008,2012,43.4849133,-71.6553992
