"","incidence_rate_100000","discription","registry_code","latitude","longitude","distance"
"1",10.9338201760633,"Algeria, Setif",101200199,36.1892751,5.403493,51103.6294088374
"2",4.50258122113108,"Algeria, Batna",101200399,35.554404,6.1767453,138927.135170452
"3",5.55282121177703,"Kenya, Nairobi",140400299,-1.2832533,36.8172449,407787.942897311
"4",5.89819711774768,"Seychelles",169000099,-4.6574977,55.4540146,2319.19767848382
"5",3.06742193411178,"South Africa, Eastern Cape",171000199,-32.2171831,26.6386401,140452.978824505
"6",6.98830497718413,"Uganda, Kyadondo County",180000299,0.3252441,32.6075916,906695.639684692
"7",30.4715918330274,"Argentina, Entre Rios Province",203200599,-38.9455556,-68.0506112,326579.573196783
"8",28.5591382590456,"Argentina, Cordoba",203200699,-31.4173391,-64.183319,573301.735088022
"9",21.730348254353,"Argentina, Mendoza",203200799,-32.8897294,-68.8442956,245217.49750528
"10",16.2300023185718,"Argentina, Tierra del Fuego",203200899,-53.8904638,-68.348598,39376.4220719914
"11",22.3772359969611,"Argentina, Chaco",203201199,-26.3829647,-60.8816092,720427.760514003
"12",28.6391785804729,"Brazil, Goiania",207600299,-16.680882,-49.2532691,850676.048659778
"13",45.2393429993236,"Brazil, Florianopolis",207600599,-27.5973002,-48.5496098,1133.72953610151
"14",21.604843012156,"Brazil, Aracaju",207601199,-10.9162061,-37.0774655,5493.3933544822
"15",23.5623512002984,"Brazil, Curitiba",207601299,-25.4295963,-49.2712724,53843.9740251106
"16",19.7916924370995,"Brazil, Jau",207601799,-22.293585,-48.559193,275000.068681669
"17",28.5864875246782,"Brazil, Pocos de Caldas",207602099,-21.790833,-46.5657169,228708.489014229
"18",11.3856313332574,"Chile, Valdivia",215200199,-39.8141965,-73.2458525,12065.0200779027
"19",15.3733809908144,"Chile, Biobio Province",215200299,-40.5647991,-73.1606179,48153.3084731593
"20",40.2015437392796,"Chile, Region of Antofagasta",215200399,-23.6463741,-70.3980033,579.626477228549
"21",14.7395713093357,"Chile, Concepcion",215200599,-36.8270776,-73.0502683,8518.25295335996
"22",17.2313934384911,"Colombia, Cali",217000199,3.4517923,-76.5324943,69726.6148339766
"23",13.6633524838882,"Colombia, Bucaramanga",217000299,7.1114611,-73.1172869,267107.984445651
"24",15.5285224742463,"Colombia, Manizales",217000399,5.0681104,-75.5173198,197228.557042558
"25",10.8914994871919,"Colombia, Pasto",217000499,1.2146286,-77.2782516,156976.117798648
"26",9.32912098123025,"Costa Rica",218800099,10.2735633,-84.0739102,68793.1284372125
"27",12.6575302833565,"Ecuador, Quito",221800199,-0.2201641,-78.5123274,157470.348027737
"28",5.92701306765262,"Ecuador, Cuenca",221800299,-2.8661654,-79.1855137,67258.3217957968
"29",9.76499525568627,"Ecuador, Guayaquil",221800399,-2.1898771,-79.8877153,1421.86100610387
"30",7.31867971018028,"Ecuador, Loja",221800499,-4.0528506,-79.8053425,88192.5960368879
"31",7.23228585726501,"Ecuador, Manabi",221800599,-0.7588025,-80.0612131,28541.9689812916
"32",20.4517467944578,"France, Martinique",225009199,14.6367927,-61.0158269,2657.89392409686
"33",23.6024241077937,"French Guiana",225009499,4.0039882,-52.999998,108206.669418057
"34",8.56274350301837,"Jamaica, Kingston and St Andrew",238800199,18.0163772,-76.7806345,5818.89818031675
"35",21.4563293679473,"Peru, Lima",260400299,-12.0621065,-77.0365256,5769.89614368428
"36",19.7953022764844,"USA, Puerto Rico",263000099,18.2214172,-66.4132819,26000.2448451227
"37",34.0089632229171,"Uruguay",285800099,-32.8755548,-56.0201525,189821.400741988
"38",84.1482574880767,"Canada, Alberta",312400199,55.001251,-115.002136,798982.413527085
"39",84.9783497975539,"Canada, British Columbia",312400299,55.001251,-125.002441,256698.821253879
"40",106.39830208364,"Canada, Manitoba",312400399,55.001251,-97.001038,333925.864788374
"41",30.5685755043815,"Canada, Northwest Territories",312400499,65.0000004,-118,338068.506966557
"42",111.98927426669,"Canada, New Brunswick",312400599,46.500283,-66.750183,124129.562303182
"43",119.395242971555,"Canada, Nova Scotia",312400699,45.1960403,-63.1653789,23876.9633224945
"44",96.2283334947226,"Canada, Prince Edward Island",312400799,46.5035454,-63.5955171,5722.2577336102
"45",90.078293970749,"Canada, Newfoundland and Labrador",312400899,53.8217327,-61.2295532,22070.6430952879
"46",28.0889013728451,"Canada, Yukon",312400999,63.000147,-136.002502,378056.309763243
