"","registry_code","age_group","number_of_cases","person_years_at_risk","incidence_rate_100000","latitude","longitude","distance"
"1810",409600099,11,9,23769,37.8644452858766,4.4137155,114.5653908,30505.8149287826
"1811",409600099,8,0,31080,0,4.4137155,114.5653908,30505.8149287826
"1812",409600099,13,6,12299,48.7844540206521,4.4137155,114.5653908,30505.8149287826
"1813",409600099,14,15,7205,208.188757807078,4.4137155,114.5653908,30505.8149287826
"1814",409600099,10,5,26615,18.7863986473793,4.4137155,114.5653908,30505.8149287826
"1815",409600099,9,3,29688,10.1050929668553,4.4137155,114.5653908,30505.8149287826
"1816",409600099,3,0,47045,0,4.4137155,114.5653908,30505.8149287826
"1817",409600099,2,0,44693,0,4.4137155,114.5653908,30505.8149287826
"1818",409600099,1,0,39808,0,4.4137155,114.5653908,30505.8149287826
"1819",409600099,7,0,35223,0,4.4137155,114.5653908,30505.8149287826
"1820",409600099,6,0,39734,0,4.4137155,114.5653908,30505.8149287826
"1821",409600099,5,0,44169,0,4.4137155,114.5653908,30505.8149287826
"1822",409600099,4,0,47674,0,4.4137155,114.5653908,30505.8149287826
"1823",409600099,15,10,5974,167.39203213927,4.4137155,114.5653908,30505.8149287826
"1824",409600099,12,8,18654,42.8862442371609,4.4137155,114.5653908,30505.8149287826
"1825",415600199,11,516,1784805,28.910721339306,39.906217,116.3912757,144066.09725901
"1826",415600199,2,0,465642,0,39.906217,116.3912757,144066.09725901
"1827",415600199,3,0,509896,0,39.906217,116.3912757,144066.09725901
"1828",415600199,9,144,1456528,9.88652466687904,39.906217,116.3912757,144066.09725901
"1829",415600199,17,1253,398309,314.579886470052,39.906217,116.3912757,144066.09725901
"1830",415600199,18,732,281525,260.012432288429,39.906217,116.3912757,144066.09725901
"1831",415600199,10,337,1801269,18.7090323544124,39.906217,116.3912757,144066.09725901
"1832",415600199,12,753,1541809,48.8387342401037,39.906217,116.3912757,144066.09725901
"1833",415600199,6,8,1751650,0.456712242742557,39.906217,116.3912757,144066.09725901
"1834",415600199,4,0,835671,0,39.906217,116.3912757,144066.09725901
"1835",415600199,5,5,1655701,0.301986892560915,39.906217,116.3912757,144066.09725901
"1836",415600199,14,1050,791880,132.595847855736,39.906217,116.3912757,144066.09725901
"1837",415600199,13,794,972943,81.6080695374755,39.906217,116.3912757,144066.09725901
"1838",415600199,16,1926,709344,271.518473406415,39.906217,116.3912757,144066.09725901
"1839",415600199,1,0,645362,0,39.906217,116.3912757,144066.09725901
"1840",415600199,8,64,1366551,4.68332319832922,39.906217,116.3912757,144066.09725901
"1841",415600199,15,1952,910538,214.378751902721,39.906217,116.3912757,144066.09725901
"1842",415600199,7,25,1372652,1.82129192249747,39.906217,116.3912757,144066.09725901
"1843",415600299,12,129,249279,51.7492448220668,26.7715732,112.0560184,429629.941190186
"1844",415600299,18,82,53265,153.947244907538,26.7715732,112.0560184,429629.941190186
"1845",415600299,11,85,268332,31.6771760356573,26.7715732,112.0560184,429629.941190186
"1846",415600299,1,0,78333,0,26.7715732,112.0560184,429629.941190186
"1847",415600299,8,5,196722,2.54165777086447,26.7715732,112.0560184,429629.941190186
"1848",415600299,3,0,110189,0,26.7715732,112.0560184,429629.941190186
"1849",415600299,13,136,188431,72.1749605956557,26.7715732,112.0560184,429629.941190186
"1850",415600299,2,0,88135,0,26.7715732,112.0560184,429629.941190186
"1851",415600299,6,2,149685,1.33613922570732,26.7715732,112.0560184,429629.941190186
"1852",415600299,4,0,146048,0,26.7715732,112.0560184,429629.941190186
"1853",415600299,5,2,161512,1.23829808311457,26.7715732,112.0560184,429629.941190186
"1854",415600299,17,170,68478,248.254913986974,26.7715732,112.0560184,429629.941190186
"1855",415600299,14,148,125950,117.50694720127,26.7715732,112.0560184,429629.941190186
"1856",415600299,16,186,100231,185.571330227175,26.7715732,112.0560184,429629.941190186
"1857",415600299,15,192,119703,160.396982531766,26.7715732,112.0560184,429629.941190186
"1858",415600299,9,35,274291,12.7601707675425,26.7715732,112.0560184,429629.941190186
"1859",415600299,7,3,162748,1.84334062476958,26.7715732,112.0560184,429629.941190186
"1860",415600299,10,62,301974,20.5315689430216,26.7715732,112.0560184,429629.941190186
"1861",415600399,11,619,1848758,33.4819376035154,31.2252985,121.4890497,16508.6863146086
"1862",415600399,5,4,1166383,0.342940526396561,31.2252985,121.4890497,16508.6863146086
"1863",415600399,2,0,323786,0,31.2252985,121.4890497,16508.6863146086
"1864",415600399,16,1345,722843,186.07083419221,31.2252985,121.4890497,16508.6863146086
"1865",415600399,6,11,1299195,0.846678135306863,31.2252985,121.4890497,16508.6863146086
"1866",415600399,15,932,600506,155.20244593726,31.2252985,121.4890497,16508.6863146086
"1867",415600399,18,871,379371,229.590559109684,31.2252985,121.4890497,16508.6863146086
"1868",415600399,17,1199,514080,233.232181761593,31.2252985,121.4890497,16508.6863146086
"1869",415600399,10,259,1256840,20.6072371980523,31.2252985,121.4890497,16508.6863146086
"1870",415600399,8,36,812343,4.43162555718459,31.2252985,121.4890497,16508.6863146086
"1871",415600399,4,2,601381,0.33256787294577,31.2252985,121.4890497,16508.6863146086
"1872",415600399,7,7,964782,0.725552508235021,31.2252985,121.4890497,16508.6863146086
"1873",415600399,9,93,826579,11.2511931708887,31.2252985,121.4890497,16508.6863146086
"1874",415600399,12,839,1719723,48.7869267318051,31.2252985,121.4890497,16508.6863146086
"1875",415600399,13,788,1084835,72.6377744080897,31.2252985,121.4890497,16508.6863146086
"1876",415600399,14,661,631457,104.678545015733,31.2252985,121.4890497,16508.6863146086
