"","incidence_rate_100000","discription","registry_code","latitude","longitude","distance"
"1",357.023000775477,"Canada, Alberta",312400199,55.001251,-115.002136,798982.413527085
"2",388.195782080357,"Canada, British Columbia",312400299,55.001251,-125.002441,256698.821253879
"3",400.631574942454,"Canada, Manitoba",312400399,55.001251,-97.001038,333925.864788374
"4",411.496898138883,"Canada, New Brunswick",312400599,46.500283,-66.750183,124129.562303182
"5",467.699649601227,"Canada, Nova Scotia",312400699,45.1960403,-63.1653789,23876.9633224945
"6",329.34372238734,"Canada, Prince Edward Island",312400799,46.5035454,-63.5955171,5722.2577336102
"7",365.66484017262,"Canada, Newfoundland and Labrador",312400899,53.8217327,-61.2295532,22070.6430952879
"8",318.328158494878,"Canada, Ontario",312401099,50.000678,-86.000977,371951.693274685
"9",335.70092246888,"Canada, Saskatchewan",312401299,55.5321257,-106.1412243,776445.29809489
"10",373.657602906479,"USA",384000099,39.7837304,-100.4458825,1217088.91282438
"11",362.092477191243,"USA, California, San Francisco Bay Area",384000299,37.7884969,-122.3558473,2215.01158876974
"12",304.258179018387,"USA, California, Los Angeles County",384000399,34.3155072,-118.2096814,42970.3492196307
"13",388.545860634637,"USA, Connecticut",384000499,41.6500201,-72.7342163,41022.4653144809
"14",365.009587741786,"USA, Georgia, Atlanta",384000599,33.7490987,-84.3901849,356049.104625245
"15",369.865278122159,"USA, Iowa",384000699,41.9216734,-93.3122705,1309448.08457865
"16",378.880469322904,"USA, Louisiana, New Orleans",384000799,29.9499323,-90.0701156,9693.09127799453
"17",449.398638567579,"USA, Michigan, Detroit",384000899,42.3315509,-83.0466403,632948.081119893
"18",294.352671112467,"USA, New Mexico",384000999,34.5708167,-105.993007,760937.883879686
"19",182.387294395625,"USA, Utah",384001299,39.4225192,-111.7143584,849657.812239229
"20",442.465196732244,"USA, Washington, Seattle",384001399,47.6038321,-122.3300624,862.940393432387
"21",376.683755192369,"USA, New Jersey",384001599,40.0757384,-74.4041622,25603.7798838236
"22",376.003966792137,"USA, New York State",384001699,43.1561681,-75.8449946,223962.9468275
"23",483.941986390736,"USA, Kentucky",384001999,37.5726028,-85.1551411,682209.910283155
"24",380.719656059614,"USA, Louisiana",384002299,30.8703881,-92.007126,114954.25787236
"25",348.845265588915,"USA, California",384002599,36.7014631,-118.7559974,238060.698820239
"26",371.965761402082,"USA, Arkansas",384004099,35.2048883,-92.4479108,573420.163292009
"27",442.541728798884,"USA, Delaware",384004199,38.6920451,-75.4013315,20292.7776857011
"28",373.25108172943,"USA, Maryland",384004299,39.5162234,-76.9382069,39338.591286168
"29",286.329637235562,"USA, Minnesota",384004399,45.9896587,-94.6113288,1148238.85565017
"30",380.402742871327,"USA, Mississippi",384004499,32.9715645,-89.7348497,289381.090642069
"31",380.128232044269,"USA, North Carolina",384004599,35.6729639,-79.0392919,178115.80901216
"32",306.517697822046,"USA, North Dakota",384004699,47.6201461,-100.540737,1157186.81784776
"33",322.541366901815,"USA, Nebraska",384004799,41.7370229,-99.5873816,1391303.35389155
"34",382.875321727175,"USA, New Hampshire",384004899,43.4849133,-71.6553992,85067.0049319687
"35",430.193415872654,"USA, Nevada",384004999,39.5158825,-116.8537227,432889.024110972
"36",456.072971675468,"USA, Alaska",384005099,64.4459613,-149.680909,327142.8881462
"37",382.541030610541,"USA, Alabama",384005199,33.2588817,-86.8295337,294627.486569924
"38",358.720409354901,"USA, Arizona",384005299,34.395342,-111.7632755,366029.736069278
"39",321.533172036165,"USA, Colorado",384005399,38.7251776,-105.6077167,1077901.77236819
"40",370.633688108076,"USA, Florida",384005599,27.7567667,-81.4639835,91460.3310021024
"41",375.632779829302,"USA, Georgia",384005699,32.3293809,-83.1137366,184718.41610771
"42",353.286228502866,"USA, Idaho",384005799,43.6447642,-114.0154071,769020.049415968
"43",405.242619613166,"USA, Illinois",384005899,40.0796606,-89.4337288,1044248.42608709
"44",397.778704019468,"USA, Indiana",384005999,40.3270127,-86.1746933,787900.933718903
"45",381.293897118824,"USA, Massachusetts",384006099,42.3788774,-72.032366,81053.4148717319
"46",418.778412324337,"USA, Maine",384006199,45.709097,-68.8590201,127579.012910193
"47",384.003044751848,"USA, Michigan",384006299,43.6211955,-84.6824346,809486.09747
"48",409.147854114556,"USA, Missouri",384006399,38.7604815,-92.5617875,953209.476096675
"49",396.405134955906,"USA, Montana",384006499,47.3752671,-109.6387579,943896.606726164
"50",383.470016132361,"USA, Ohio",384006599,40.2253569,-82.6881395,500746.233557133
"51",384.13302845621,"USA, Oklahoma",384006699,34.9550817,-97.2684063,613718.375371276
"52",393.056525458926,"USA, Oregon",384006799,43.9792797,-120.737257,266574.016758243
"53",381.356837019211,"USA, Pennsylvania",384006899,40.9699889,-77.7278831,208421.017919797
"54",409.740016248984,"USA, Rhode Island",384006999,41.7962409,-71.5992372,16913.5497246768
"55",379.887942335502,"USA, South Carolina",384007099,33.6874388,-80.4363743,103430.840537933
"56",370.592426005915,"USA, Texas",384007199,31.8160381,-99.5120986,439107.128255296
"57",381.533765738268,"USA, Vermont",384007299,44.5990718,-72.5002608,122059.443050706
"58",411.129112813828,"USA, Washington State",384007399,47.2868352,-120.2126139,159842.040859578
"59",415.566798186894,"USA, West Virginia",384007499,38.4758406,-80.8408415,303980.430230428
"60",347.024829728235,"USA, Wisconsin",384007599,44.4308975,-89.6884637,979851.412105571
"61",328.027651189926,"USA, Wyoming",384007699,43.1700264,-107.5685348,1245920.0438676
"62",385.82688914211,"USA, Virginia",384007799,37.1232245,-78.4927721,110211.622649282
"63",343.242087254063,"USA, South Dakota",384007899,44.6471761,-100.348761,1460502.54942892
"64",375.171429108193,"USA, Tennessee",384007999,35.7730076,-86.2820081,577135.723001871
